symbol,datestart,dateend,start,end,opening,closing,highest,lowest,volume,pvolume,svolume,amount,pamount,samount,nmatches,BBAND20UP,BBAND20DOWN,EMA20,EMA50,EMA100,MACD,MACDSIGNAL,MACDHISTOG,ROCP5,ROCP10,ROCP20,RSI6,RSI12,RSI24,SMA5,SMA10,SMA20,SMA50,SMA200,ASKS1P,ASKS1S,ASKS2P,ASKS2S,ASKS3P,ASKS3S,ASKS4P,ASKS4S,ASKS5P,ASKS5S,BIDS1P,BIDS1S,BIDS2P,BIDS2S,BIDS3P,BIDS3S,BIDS4P,BIDS4S,BIDS5P,BIDS5S
ETH-BTC,2019-07-30T11:51:44,2019-07-30T11:52:44,1564487504,1564487564,0.021956,0.021952,0.021957,0.021952,17.513632,17.27087,0.242762,0.3844733912678,0.3791433102964,0.0053300809714,7,0.02197553472471654,0.02190206527528346,0.021943538269936346,0.02193655210663152,0.02193138876714416,6.355203652330665e-06,4.221626332545682e-06,2.1335773197849833e-06,-0.018218254691203,0.03645643456068899,0.10488394363627486,56.01825918170816,56.07666924683167,54.60390553396114,0.02195520000000003,0.021950900000000016,0.0219388,0.021934579999999978,0.02191903000000002,0.021952,10.21753,0.021959,1,0.021961,2.4253666,0.021962,6.8627897,0.021964,0.0064309,0.021951,0.0495574,0.021946,0.3880804,0.021934,1.1274,0.021932,2.9409,0.021931,2.0246561
ETH-BTC,2019-07-30T11:52:44,2019-07-30T11:53:44,1564487564,1564487624,0.021952,0.021935,0.021947,0.021935,54.8099385,15.0365031,39.7734354,1.202848682259,0.3300150917454,0.8728335905136,33,0.02197560698563289,0.02190259301436711,0.02194272510137098,0.021936491239704797,0.02193146027670566,4.8594143394788125e-06,4.349183933932308e-06,5.102304055465047e-07,-0.09109542245501794,-0.02734606444555427,0.0638656995575025,35.04165388926144,46.11882327303669,49.428534610674205,0.021951000000000033,0.021950000000000018,0.0219391,0.021934759999999977,0.021919005000000023,0.021939,3.1298,0.02194,8.0159,0.021941,0.2005,0.021947,0.162468,0.021948,0.05,0.021932,0.2500114,0.02193,0.0158938,0.021923,1.9749333,0.02192,5.9514514,0.021918,8.0159
ETH-BTC,2019-07-30T11:53:44,2019-07-30T11:54:44,1564487624,1564487684,0.021935,0.021929,0.021929,0.021927,35.7060859,15.0703614,20.6357245,0.7830942088104,0.3305231662248,0.4525710425856,25,0.0219753747822293,0.021903625217770693,0.021941417948859458,0.021936197465598727,0.021931411558355055,3.1534892158541217e-06,4.1100449903166704e-06,-9.565557744625488e-07,-0.12752197476886754,-0.05469212889110854,-0.08656825223254139,30.24495825251452,43.16740968019197,47.76136331418203,0.021945800000000033,0.02194880000000002,0.021939499999999997,0.02193487999999998,0.02191906000000002,0.021935,0.0730308,0.021941,0.2005,0.021945,8.0159,0.021947,2.4253666,0.021948,2.7164262,0.021929,0.0834033,0.021924,2.7408,0.021923,0.2003,0.021922,8.0159,0.021914,0.05
ETH-BTC,2019-07-30T11:54:44,2019-07-30T11:55:44,1564487684,1564487744,0.021929,0.021928,0.021928,0.021927,123.17698474,53.58448874,69.592496,2.70141222469384,1.17520138441824,1.5262108402756,58,0.02197448610843089,0.0219025138915691,0.02194014004896808,0.02193587599635956,0.021931344002744064,1.7012289142588621e-06,3.628281775105109e-06,-1.9270528608462467e-06,-0.1275277828384052,-0.13207633101061733,-0.0729128691214096,29.43900348778537,42.67090762958272,47.48283376631652,0.021940000000000032,0.02194750000000002,0.021938499999999996,0.02193495999999998,0.02191895500000002,0.02193,0.3056918,0.021931,8.855919,0.021937,8.0159,0.02194,0.2001,0.021952,2.05,0.021926,0.1040401,0.021925,0.2500912,0.021923,0.2009,0.021917,10.7567,0.021914,0.05
ETH-BTC,2019-07-30T11:55:44,2019-07-30T11:56:44,1564487744,1564487804,0.021928,0.02194,0.02194,0.021926,68.4088733,22.571685,45.8371883,1.5004948011595,0.495152110165,1.0053426909945,31,0.02197420598835849,0.021902394011641506,0.02194012671097112,0.021936037721992523,0.02193151540863032,1.5012958698296108e-06,3.2028845940500098e-06,-1.701588724220399e-06,-0.05466472303206142,-0.04555808656036261,-0.03644979041369416,49.006491080973646,50.17325819623211,51.056808642578964,0.021936800000000027,0.021945800000000022,0.021938299999999997,0.02193525999999998,0.021918875000000018,0.021948,6.2596,0.021949,12.8356077,0.02195,17.3040563,0.021959,3.0667362,0.02196,1.7163262,0.021945,0.3759604,0.021942,0.0548215,0.021933,0.0060343,0.021931,0.908,0.02193,0.029721
ETH-BTC,2019-07-30T11:56:44,2019-07-30T11:57:44,1564487804,1564487864,0.02194,0.021934,0.021934,0.021923,116.6289017,50.1737998,66.4551019,2.5586564027596,1.1007645110609,1.4578918916987,84,0.021973267352018332,0.021901932647981657,0.021939543214688155,0.02193595781132615,0.02193156460845942,8.48911907727623e-07,2.732090056785533e-06,-1.8831781490579098e-06,-0.004558924093918395,-0.1002004008016086,0.10040160642569237,42.0156048862967,46.83046634002423,49.306137380479235,0.02193320000000003,0.02194420000000002,0.021937599999999995,0.02193527999999998,0.021918750000000018,0.021941,6.8548416,0.021943,3.0166551,0.021944,8.0159,0.021946,0.03,0.021947,1.0003,0.021928,3.2391,0.021927,0.0079481,0.021926,0.0079481,0.021925,0.2008184,0.021921,8.0159
ETH-BTC,2019-07-30T11:57:44,2019-07-30T11:58:44,1564487864,1564487924,0.021934,0.021925,0.021925,0.021921,18.74481,3.9672771,14.7775329,0.4110867433019,0.0870066485862,0.3240800947157,44,0.021972472068902973,0.02190402793109702,0.021938158146622616,0.02193552809323493,0.0219314346162127,-3.8983805583300835e-07,2.107704434261825e-06,-2.4975424900948334e-06,-0.018240685849790373,-0.1366431336825269,0.07759722475807766,33.43131163003267,42.22678869819484,46.79470046391049,0.021931200000000033,0.021941100000000022,0.021938249999999996,0.02193501999999998,0.021918625000000018,0.021926,0.0079878,0.021938,0.2772782,0.021939,6.9879805,0.021946,0.2005,0.021947,9.7322262,0.021925,11.1741044,0.021914,1.0001,0.021908,3.0009,0.021905,2.7581851,0.021904,11.8384788
ETH-BTC,2019-07-30T11:58:44,2019-07-30T11:59:44,1564487924,1564487984,0.021925,0.021932,0.021932,0.021925,59.95575748,23.3307711,36.62498638,1.31491490812708,0.5116814916638,0.80323341646328,48,0.02197091728459845,0.021907982715401543,0.02193757165646808,0.021935389736637483,0.02193144581193126,-7.975214967315125e-07,1.5266592480631574e-06,-2.32418074479467e-06,0.018241517694274584,-0.113858906043634,0.1324019540702244,44.09240016257582,46.67467829630562,48.90684180437339,0.02193180000000003,0.021938800000000022,0.021939449999999996,0.02193509999999998,0.021918510000000016,0.021938,0.2722197,0.021939,6.9879805,0.021944,8.216,0.021948,4.1990377,0.021951,2.7171262,0.021927,0.2209639,0.021926,0.14913,0.021925,8.2659912,0.021924,0.5875,0.021922,2.4664
ETH-BTC,2019-07-30T11:59:44,2019-07-30T12:00:44,1564487984,1564488044,0.021932,0.021927,0.021932,0.021927,158.4141169,69.099959,89.3141579,3.4743543575959,1.5155095786511,1.9588447789448,56,0.02196803083271195,0.02191326916728804,0.021936564832042548,0.021935060727357583,0.02193135777605143,-1.506703434794865e-06,9.19986711491553e-07,-2.426690146286418e-06,-0.059252506836839525,-0.1320823465112099,0.10500365230094373,38.77029053863284,44.03307825334939,47.50134657537226,0.02193160000000003,0.021935800000000023,0.021940649999999996,0.021935019999999982,0.021918400000000015,0.021938,0.3839448,0.021939,13.1144416,0.021942,0.05178,0.021944,2.6990378,0.021948,8.0159,0.021927,8.2298898,0.021925,1.0379912,0.021922,2.4664,0.021914,1.0046855,0.021911,3.3182235
ETH-BTC,2019-07-30T12:00:44,2019-07-30T12:01:44,1564488044,1564488104,0.021927,0.021937,0.021937,0.021927,106.7973871,67.8463625,38.9510246,2.3425012123747,1.4881679779136,0.8543332344611,65,0.021964044884455886,0.021920555115544103,0.021936606276609923,0.02193513677726513,0.02193146950325833,-1.2474391021116693e-06,4.865015487709085e-07,-1.7339406508825777e-06,0.013677395823848821,-0.06833090379007678,-0.059225512528469804,52.523646223312134,50.184415232754795,50.47181907268177,0.02193100000000003,0.021933900000000024,0.021942299999999994,0.021935319999999984,0.021918375000000014,0.021937,6.2611291,0.021942,8.0159,0.021946,0.042,0.021952,2.6990378,0.021956,1.7163262,0.021936,2.0733283,0.021933,5.3847532,0.021927,0.2086598,0.021923,0.2006,0.021922,0.6963
ETH-BTC,2019-07-30T12:01:44,2019-07-30T12:02:44,1564488104,1564488164,0.021937,0.021913,0.02193,0.021913,67.6169552,23.6754731,43.9414821,1.4827846298853,0.519168927904,0.9636157019813,57,0.021965329509641463,0.021915570490358523,0.02193435805978993,0.021934268668352776,0.02193110377052054,-2.944625860243355e-06,-1.9972393303194422e-07,-2.7449019272114106e-06,-0.054732041049038054,-0.1002963300661098,-0.14126868392272715,31.892379691126564,38.97016695030748,44.20757448460154,0.02192680000000003,0.021930000000000022,0.021940449999999993,0.021935079999999985,0.021918215000000015,0.021913,5.8942692,0.021914,7.6538966,0.021921,1.654116,0.021923,0.03,0.021926,1.7163262,0.021907,5.2086737,0.021906,0.042,0.021905,5.2086737,0.0219,2.5304,0.021898,1.4027935
ETH-BTC,2019-07-30T12:02:44,2019-07-30T12:03:44,1564488164,1564488224,0.021913,0.021913,0.021913,0.021896,65.56949766,33.16771476,32.4017829,1.43644768639814,0.72660586747004,0.7098418189281,43,0.021966423807876088,0.0219113761921239,0.021932323958857556,0.02193343460292718,0.021930745280015183,-4.240773595412528e-06,-1.007933865508061e-06,-3.232839729904467e-06,-0.08663140616451602,-0.07296274339916149,-0.12761496741260767,31.892379691126564,38.97016695030748,44.207574484601544,0.02192440000000003,0.021927800000000018,0.021938899999999994,0.021934919999999986,0.02191812500000001,0.021913,0.4214123,0.021922,6.2596,0.021925,8.0159,0.021926,0.2005,0.021936,2.6990378,0.021909,5.6851875,0.021908,0.14617,0.021902,8.0159,0.021901,5.6851875,0.021895,0.0485143
ETH-BTC,2019-07-30T12:03:44,2019-07-30T12:04:44,1564488224,1564488284,0.021913,0.021918,0.021918,0.021899,38.59894605,19.67949145,18.9194546,0.84577815722542,0.43121991405972,0.4145582431657,38,0.021966711180915144,0.021908788819084847,0.021930959772299693,0.021932829324381016,0.021930492898232703,-4.809085654641082e-06,-1.7681642233346655e-06,-3.0409214313064166e-06,-0.041045286632911904,-0.04560379423567855,-0.10482658037463523,39.07211420056888,42.173933305950136,45.735359523754376,0.02192160000000003,0.021926700000000018,0.021937749999999995,0.021934679999999988,0.02191804500000001,0.021912,1.2281722,0.021917,1.1015903,0.02192,8.2164,0.021921,0.0894358,0.02193,2.6990378,0.021904,1.4832,0.021903,0.2503424,0.021901,0.042,0.021897,13.7770994,0.021896,5.7611994
ETH-BTC,2019-07-30T12:04:44,2019-07-30T12:05:44,1564488284,1564488344,0.021918,0.021912,0.021912,0.021904,104.42583064,37.55915294,66.8666777,2.28789429713137,0.82292280534087,1.4649714917905,47,0.02196729741924741,0.02190530258075258,0.021929154079699722,0.02193201248813078,0.021930126702228096,-5.678172474210541e-06,-2.550165873509841e-06,-3.1280066007007e-06,-0.1139627114008329,-0.12762078395624543,-0.20494603087853488,33.92262015202843,39.4620669077649,44.219140439994064,0.021918600000000028,0.02192510000000002,0.021936299999999995,0.021934159999999987,0.021917985000000015,0.021917,1.1015903,0.02192,0.05,0.021921,0.0894358,0.021922,8.2162,0.021932,3.3518824,0.021908,5.7611994,0.021907,0.2502967,0.021905,0.11646,0.021903,2.9122,0.021897,13.7770994
ETH-BTC,2019-07-30T12:05:44,2019-07-30T12:06:44,1564488344,1564488404,0.021912,0.021914,0.021914,0.021904,103.72504493,56.31948033,47.4055646,2.27278668675949,1.23407036543459,1.0387163213249,61,0.02196507102844343,0.021903228971556554,0.021927710834014034,0.02193130611604722,0.021929807361589917,-6.1348282733159065e-06,-3.2670983534710544e-06,-2.867729919844852e-06,0.004563501118062338,-0.0911826388255639,-0.16400911161731802,37.23163312238846,40.845254484304256,44.85502453149973,0.021914000000000024,0.02192250000000002,0.021934149999999993,0.021933899999999985,0.021917915000000013,0.02192,0.37694019,0.021921,0.03,0.021927,13.2322296,0.021928,8.0159,0.021932,3.2146688,0.021909,6.3707259,0.021908,0.0084837,0.021905,8.0159,0.021903,0.12081,0.021901,1.6087
ETH-BTC,2019-07-30T12:06:44,2019-07-30T12:07:44,1564488404,1564488464,0.021914,0.021904,0.021904,0.0219,62.54678705,26.65049146,35.89629559,1.37049657351943,0.58395546714264,0.78654110637679,37,0.02196450746469032,0.021899192535309666,0.02192545265934603,0.021930235287966938,0.02192929632472675,-7.2204152581044345e-06,-4.05776173439773e-06,-3.1626535237067045e-06,-0.04107151006251355,-0.09578107183580473,-0.23683731098560742,28.629431303631847,36.31893540850556,42.33696556938037,0.021912200000000024,0.021919500000000015,0.021931849999999992,0.021933319999999985,0.021917760000000012,0.02191,0.2332441,0.021917,8.0159,0.02192,0.03,0.021926,2.8774187,0.021929,1.4999999,0.021904,0.994354,0.021902,6.8627897,0.0219,6.4504845,0.021896,2.9135,0.021895,0.0485143
ETH-BTC,2019-07-30T12:07:44,2019-07-30T12:08:44,1564488464,1564488524,0.021904,0.021909,0.021909,0.0219,75.27601003,12.26846953,63.0075405,1.64925124961767,0.26880128820397,1.3804499614137,42,0.021961627869521643,0.021897372130478345,0.021923885739408313,0.02192940253157608,0.02192889441730642,-7.589802038118765e-06,-4.764169795141937e-06,-2.8256322429768276e-06,-0.04106214070626239,-0.1048695969359781,-0.20951947164653809,37.31876254606089,39.94874790637239,43.97781323573103,0.021911400000000022,0.021917900000000018,0.021929499999999994,0.021932979999999987,0.021917665000000013,0.021913,2.0758931,0.021914,8.0159,0.021915,0.0047811,0.021917,0.2008,0.021924,19.8291243,0.021906,0.0253479,0.021901,6.6791301,0.0219,3.4070314,0.021899,2.9135,0.021898,0.03
ETH-BTC,2019-07-30T12:08:44,2019-07-30T12:09:44,1564488524,1564488584,0.021909,0.021904,0.021904,0.021894,167.59079325,53.17874325,114.41205,3.67084597521979,1.16480174716569,2.5060442280541,74,0.021958670498104533,0.021895229501895454,0.021921991859464664,0.02192840635386721,0.021928401458547877,-8.191574563339021e-06,-5.449650748781354e-06,-2.741923814557667e-06,-0.036509675063896775,-0.10489351028411874,-0.24138088081250153,32.561540859916235,37.61008943604481,42.70963573456585,0.02190860000000002,0.021915100000000017,0.021926949999999994,0.021932419999999984,0.021917545000000014,0.021913,13.86790076,0.021916,0.2001,0.021924,0.48243,0.021926,2.9759667,0.021929,0.05,0.021895,0.03,0.02189,19.6687667,0.021886,0.05,0.021885,0.0018324,0.021883,0.0005779
ETH-BTC,2019-07-30T12:09:44,2019-07-30T12:10:44,1564488584,1564488644,0.021904,0.021911,0.021911,0.021894,80.48488943,25.12479793,55.3600915,1.76312259109108,0.55035333976638,1.2127692513247,69,0.02195389568344217,0.02189540431655782,0.021920945015706125,0.021927723751754773,0.021928056875210294,-8.011292928527397e-06,-5.961979184730563e-06,-2.049313743796834e-06,-0.01368987861640746,-0.11852121985687065,-0.20495536527600614,44.45662915509481,42.73048738842065,45.02553091388866,0.021908400000000026,0.021913500000000016,0.021924649999999993,0.021931979999999983,0.021917475000000013,0.021918,6.3438079,0.021919,7.53709212,0.02192,6.2596,0.021928,0.2001,0.021929,3.3344632,0.021905,0.1104,0.0219,2.4297,0.021899,0.3759737,0.021898,0.0514906,0.021896,8.0159
ETH-BTC,2019-07-30T12:10:44,2019-07-30T12:11:44,1564488644,1564488704,0.021911,0.021914,0.021914,0.021906,95.90194032,32.21561252,63.6863278,2.1013142017379,0.7059238782768,1.3953903234611,50,0.021948314122340953,0.02189678587765903,0.021920283585638876,0.02192718556541145,0.021927778521245736,-7.539433608618612e-06,-6.277470069508173e-06,-1.2619635391104386e-06,0.045653761869976224,0.004563501118062338,-0.17310495626822084,49.076040690118866,44.84676256547934,46.00169773224175,0.021908400000000026,0.021911200000000013,0.021922549999999992,0.021931599999999985,0.021917435000000013,0.021914,6.2596,0.021915,7.53699606,0.021919,6.0656041,0.021929,0.71961,0.021931,2.863315,0.021905,1.8253171,0.021904,1,0.021902,1.1383556,0.021901,1.6895,0.021899,3.5272856
ETH-BTC,2019-07-30T12:11:44,2019-07-30T12:12:44,1564488704,1564488764,0.021914,0.021921,0.021921,0.021911,89.91696282,16.05957612,73.8573867,1.97061609432168,0.35200045904618,1.6186156352755,43,0.021942936271333112,0.02189906372866688,0.021920351815578033,0.021926942994218844,0.021927644293102257,-6.525419228534113e-06,-6.327059901313362e-06,-1.9835932722075122e-07,0.054772011502113846,0.03650800894446704,-0.06382493731479427,58.69476631204593,49.588561026339754,48.23949971124809,0.021911800000000026,0.021912000000000015,0.021920999999999996,0.021931519999999986,0.02191742000000001,0.021929,8.0159,0.021933,0.2003,0.02194,20.2090958,0.021941,1.4999999,0.021942,5.5029891,0.021916,1.5784757,0.021913,1,0.021911,1.5784757,0.021907,1.0005,0.021906,8.0159
ETH-BTC,2019-07-30T12:12:44,2019-07-30T12:13:44,1564488764,1564488824,0.021921,0.021931,0.021931,0.021918,114.5797857,28.0638444,86.5159413,2.51202513394646,0.61528231447326,1.8967428194732,47,0.02194229046300106,0.021899309536998934,0.021921365928380124,0.021927102092484774,0.021927710742743797,-4.85887896803372e-06,-6.033423714657434e-06,1.1745447466237142e-06,0.1232651570489374,0.05931198102016208,0.009120342924887276,68.79801079419555,55.54495791158155,51.25106345275018,0.021916200000000028,0.021913800000000018,0.021920799999999997,0.021931279999999984,0.021917495000000013,0.021931,4.32729159,0.021932,6.2596,0.021936,8.216,0.021946,3.3171716,0.021947,0.52395,0.021918,0.2003,0.021916,1.5784757,0.021913,8.0159,0.021911,1.5784757,0.021908,1.0008
ETH-BTC,2019-07-30T12:13:44,2019-07-30T12:14:44,1564488824,1564488884,0.021931,0.02193,0.02193,0.021917,140.3499597,75.770856,64.5791037,3.07777780696504,1.66170508451194,1.4160727224531,61,0.02194242104540814,0.021899278954591858,0.02192218822091535,0.021927215735916744,0.02192775607457065,-3.5775852714227396e-06,-5.542256026010495e-06,1.9646707545877558e-06,0.08671443567158804,0.08214676889375983,0.009120758847145204,66.83623662112183,54.83811065309646,50.94178394204506,0.021921400000000025,0.021915000000000018,0.02192085,0.021931179999999984,0.021917555000000012,0.021934,8.0159,0.021937,0.2499544,0.021943,6.0548684,0.021945,0.11361,0.021953,1.4999999,0.021926,0.2006,0.021919,3.5069591,0.021916,1.5784757,0.021914,1.0008,0.021911,8.0159
ETH-BTC,2019-07-30T12:14:44,2019-07-30T12:15:44,1564488884,1564488944,0.02193,0.021926,0.021926,0.021917,81.5353129,36.5616703,44.9736426,1.7875459693064,0.8015404375194,0.986005531787,41,0.021942205768455122,0.02189929423154487,0.021922551247494843,0.02192716805999844,0.021927721300816775,-2.852040805172845e-06,-5.004212981842965e-06,2.15217217667012e-06,0.05475951446564568,0.05475951446564568,-0.06381039197812272,58.78959210215593,51.95314069581071,49.69019317595467,0.021924400000000024,0.02191640000000002,0.021920749999999996,0.021930979999999985,0.02191759500000001,0.021934,3.3558306,0.021935,2.8533204,0.021937,11.7728135,0.021938,0.042,0.021946,1.0003,0.021919,2.8695,0.021918,3.31945092,0.021914,8.0159,0.021911,0.40497,0.021905,2
