,start,opening,closing,highest,lowest,amount,volume,MACD,MACDSIGNAL,MACDHISTOG,MACDHISTOG(t-1),BBAND20UP,BBAND20DOWN,EMA20,EMA50,EMA100,ROCP5,ROCP10,ROCP20,RSI6,RSI12,RSI24,SMA5,SMA10,SMA20,SMA50,SMA200
24,1506528480,0.076,0.0773,0.0773,0.076,0.06956875,0.90768927,,,,,0.0992267208127838,0.0422172551872162,0.06948668042145922,,,0.03784857883218542,0.08415147265077126,111.84671532846714,61.725664193612175,54.14049678950884,52.53079895053876,0.07529760000000002,0.07405444999999998,0.070721988,,
25,1506529740,0.07749,0.07749,0.07749,0.07749,0.01307959,0.16879070000000002,,,,,0.0796328294039522,0.06859214659604781,0.07024890133370121,,,0.019605263157894806,0.08681626928471249,7.0051652892562,62.28791771388262,54.282294456621614,52.5854900509494,0.07559560000000001,0.07467344999999999,0.074112488,,
26,1506531000,0.07749,0.07749,0.07749,0.07749,0.015498,0.2,,,,,0.07943958428109671,0.06868539171890331,0.07093852977811062,,,0.041532258064516256,0.057458088551368476,-0.012740476493820879,62.28791771388262,54.28229445662161,52.58549005094939,0.07621360000000002,0.0750945,0.07406248800000001,,
27,1506531180,0.07749,0.07749,0.07749,0.07749,0.05606557,0.72352003,,,,,0.07924712288839916,0.06878085311160087,0.07156247932305246,,,0.0645985602022311,0.09294781382228488,-0.012362987509558993,62.287917713882635,54.282294456621614,52.58549005094939,0.07715400000000003,0.0757535,0.07401398800000002,,
28,1506531240,0.0738,0.0738,0.0738,0.0738,0.05520475,0.7480318,,,,,0.07860014751097019,0.06896182848902985,0.0717755765303808,,,-0.028947368421052548,-0.0039948175340099945,-0.059393321437675214,41.72015869096801,50.35644828029251,51.281751312618596,0.07671400000000002,0.0757239,0.07378098800000002,,
29,1506532380,0.0744,0.0776,0.0776,0.0744,0.02519655,0.33376999999999996,,,,,0.07908824261444286,0.0689137333855572,0.0723302835274874,,,0.003880983182406321,0.041876451712517436,0.06010928961748635,58.60976513741755,54.08686875493353,52.54601586523542,0.07677400000000002,0.0760358,0.07400098800000003,,
30,1506535560,0.076863,0.076863,0.076863,0.076863,0.07651499,0.9954723,,,,,0.07935356852219325,0.06920470747780683,0.07276197081058383,,,-0.008091366627952026,0.011355263157894773,0.07802244039270685,54.906457976679825,53.24040427704006,52.27149301756273,0.07664860000000003,0.0761221,0.07427913800000004,,
31,1506536340,0.076863,0.076863,0.076863,0.076863,0.00587984,0.0764977,,,,,0.07951682945639924,0.06964248354360081,0.07315254501909965,,,-0.008091366627952026,0.033104838709677516,0.08482917289026534,54.906457976679825,53.24040427704006,52.27149301756273,0.07652320000000003,0.0763684,0.07457965650000002,,
32,1506537420,0.0738,0.0738,0.0738,0.0738,0.03424085,0.4639682,,,,-0.0014099654846000337,0.07942519887364632,0.06998411412635375,0.07321420739823302,,,-0.0476190476190476,0.013903390668791545,0.035063113604488105,39.840757169398465,49.41536796569351,51.0642302347546,0.07578520000000002,0.0764696,0.07470465650000004,,
33,1506549660,0.07353,0.07353,0.07353,0.07353,0.03342189,0.45453409999999994,0.0036082309480620772,0.005018196432662111,-0.0014099654846000337,-0.00144501612390699,0.07925668968089188,0.07042036031910819,0.0732442828841156,,,-0.0036585365853659393,-0.0325,0.03778787040085877,38.71701723309584,49.076311942199894,50.9559791562459,0.07573120000000003,0.0762226,0.07483852500000003,,
34,1506550860,0.07353,0.07353,0.07353,0.07353,0.0250002,0.34,0.0032119262777783736,0.004656942401685364,-0.00144501612390699,-0.0014030590289013881,0.07911039347496371,0.07078965652503638,0.07327149403800935,,,-0.05244845360824747,-0.04877102199223798,0.031276297335203304,38.71701723309584,49.076311942199894,50.9559791562459,0.07491720000000002,0.0758456,0.07495002500000005,,
35,1506551880,0.07401,0.07401,0.07401,0.07401,0.03725663,0.5034,0.002903118615558628,0.004306177644460016,-0.0014030590289013881,-0.0013731015400958403,0.07892576167857482,0.07124528832142527,0.07334182793915132,,,-0.03711798914952571,-0.04490902051877658,0.038008415147265134,42.8440653134118,49.80497160724329,51.15641126365781,0.07434660000000001,0.0754976,0.07508552500000004,,
36,1506552300,0.07268258,0.07353,0.07353,0.07268258,0.03042586,0.41715,0.0025898007193402156,0.003962902259436056,-0.0013731015400958403,-0.0013725539029312136,0.07891621403392596,0.07127988596607415,0.07335974908780359,,,-0.043362866398657385,-0.051103368176538974,0.0034184185208687387,39.640592678196235,49.03948197071905,50.93918286328051,0.07368000000000001,0.0751016,0.07509805000000006,,
37,1506553920,0.07244548,0.07268258,0.07268258,0.07244548,0.05433994,0.7497,0.0022472098807720386,0.0036197637837032523,-0.0013725539029312136,-0.0013483909744916082,0.07867842161246401,0.07169593638753609,0.07329525679372706,,,-0.015141192411924225,-0.062039230868499246,0.02514217207334262,34.21997527073696,47.629578467575165,50.54379326119541,0.07345651600000001,0.074620858,0.07518717900000005,,
38,1506556500,0.07244548,0.07244548,0.07244548,0.07244548,0.03337563,0.4607,0.001934275065588742,0.00328266604008035,-0.0013483909744916082,-0.00129248867574772,0.07876891024747742,0.07144039575252267,0.07321432567051496,,,-0.014749354005167845,-0.018353929539295363,-0.022275426473763797,32.71784566371084,47.21524769157759,50.429512193970574,0.07323961200000002,0.074485406,0.07510465300000005,,
39,1506556920,0.07244548,0.07244548,0.07244548,0.07244548,0.01235406,0.170529,0.0016670551953957002,0.0029595438711434202,-0.00129248867574772,-0.0012166774023296164,0.0788397767061287,0.0711659772938714,0.07314110227332306,,,-0.014749354005167845,-0.06642422680412366,-0.02732938601791041,32.71784566371085,47.215247691577595,50.42951219397058,0.07302270800000002,0.07396995399999999,0.07500287700000005,,
40,1506558540,0.07244548,0.07244548,0.07244548,0.07244548,0.04865417,0.671597,0.0014386971182313996,0.002655374520561016,-0.0012166774023296164,-0.001129588667602979,0.07878806132680233,0.0708622406731978,0.07307485253300658,,,-0.02113930549925685,-0.05747264613663263,-0.04676999999999989,32.71784566371085,47.21524769157759,50.429512193970574,0.07270980400000002,0.07352820199999999,0.07482515100000006,,
41,1506565800,0.0721202,0.07244548,0.07244548,0.0721202,0.01178187,0.163,0.0012433886860572924,0.0023729773536602713,-0.001129588667602979,-0.0010581808226114028,0.07882167376052515,0.07063317623947496,0.07301491229176786,,,-0.014749354005167845,-0.05747264613663263,-0.026270430107526714,32.71784566371085,47.215247691577595,50.429512193970574,0.07249290000000003,0.07308644999999998,0.07472742500000006,,
42,1506568740,0.0721202,0.0721202,0.0721202,0.0721202,0.02163606,0.3,0.0010502513253960177,0.0021084321480074205,-0.0010581808226114028,-0.0008891187423818458,0.07886124796775855,0.07052682203224157,0.07292970159731378,,,-0.007737479874820091,-0.022761517615176273,-0.009174589218003106,29.085738888012642,46.43045767276636,50.244731575761,0.07238042400000003,0.07291846999999999,0.07469403500000006,,
43,1506571800,0.0735,0.0735,0.0735,0.0735,0.00735,0.1,0.0009970337200301133,0.001886152462411959,-0.0008891187423818458,-0.0008615923759128683,0.0787220097072022,0.0704160602927979,0.07298401573090295,,,0.01455604959757309,-0.00040799673602614237,-0.032894736842105296,54.689839828143874,50.25654178563859,51.03881432231058,0.07259132800000002,0.07291546999999998,0.07456903500000005,,
44,1506572040,0.07088,0.07181,0.07181,0.07088,0.07113751,1.0,0.0008091619925208737,0.001670754368433742,-0.0008615923759128683,-0.0007065533834314326,0.07841480426045605,0.07017426573954405,0.07287220470891219,,,-0.008771837801337055,-0.023391812865497068,-0.07102199223803357,35.72925527054848,45.878269835468814,50.01855217844934,0.07246423200000002,0.07274346999999999,0.07429453500000005,,
45,1506572940,0.0735,0.0735,0.0735,0.0735,0.0109515,0.149,0.0007875626391444512,0.0014941160225758838,-0.0007065533834314326,-0.000596444148876414,0.07795527795073062,0.07023479204926947,0.07293199473663484,,,0.01455604959757309,-0.006890960680989196,-0.051490514905149144,54.61206881890298,50.575491475450406,51.039815299111005,0.07267513600000002,0.07269246999999998,0.07409503500000005,,
46,1506577320,0.07333573,0.07333573,0.07333573,0.07333573,0.00403347,0.055,0.0007485608364803664,0.0013450049853567804,-0.000596444148876414,-0.0005677502799639089,0.07742837323538929,0.07034626976461078,0.07297044571409819,,,0.012288551335431764,-0.002642050863593042,-0.05361040134210868,52.80255820388899,50.11428959113249,50.934256668493674,0.07285318600000001,0.07267304299999999,0.07388732150000003,,
47,1506580140,0.07240613,0.07240613,0.07240613,0.07240613,0.00505562,0.06982306,0.0006353171354018944,0.0012030674153658033,-0.0005677502799639089,-0.0005210105859954882,0.0768148755116662,0.07045138048833387,0.07291670136037455,,,0.003964631268354826,-0.003803524861115243,-0.06560678797264169,43.10396339739134,47.44341601487621,50.31972512872686,0.07291037200000003,0.072645398,0.07363312800000003,,
48,1506580560,0.07256221,0.07256221,0.07256221,0.07256221,0.01597204,0.22011515,0.0005518041828714432,0.0010728147688669313,-0.0005210105859954882,-0.00047829906407242744,0.07678558132658521,0.07035689567341487,0.07288294027843412,,,-0.012759047619047536,0.0016112806485648994,-0.016772222222222254,45.13438619544466,47.95150482828438,50.42451895282616,0.07272281400000002,0.07265707099999999,0.07357123850000004,,
49,1506581040,0.07249772,0.07249772,0.07249772,0.07249772,0.0176945,0.24406974,0.000474940938776397,0.0009532400028488244,-0.00047829906407242744,-0.00043625984585906447,0.07597243241589154,0.07065981658410854,0.07284625263286897,0.07079434499999998,,0.00957693914496592,0.0007210939868159485,-0.06575103092783506,44.34965471294189,47.743458497537524,50.37870189493605,0.07286035800000003,0.072662295,0.07331612450000004,0.07079434499999998,
50,1506584580,0.07248026,0.07248026,0.07248026,0.07248026,0.00364077,0.05023119,0.0004079151955249938,0.0008441750413840582,-0.00043625984585906447,-0.00039946800244505234,0.07521537282258013,0.07097860217741996,0.07281139619164335,0.07086045931372548,,-0.013874013605442059,0.00048008516197281244,-0.057020152739289336,44.10054503453213,47.682356423394125,50.36577315477142,0.07265641000000003,0.072665773,0.07309698750000004,0.07087195019999998,
51,1506586080,0.07240613,0.07240613,0.07240613,0.07240613,0.0021850000000000003,0.03017694,0.0003448400383277428,0.0007443080407727951,-0.00039946800244505234,-0.0003622525293236988,0.074118252620649,0.07163003537935111,0.07277279941148684,0.07092107385044212,,-0.012675949363291299,-0.0005431670823356741,-0.057984595969452164,42.87361041119145,47.40137903250896,50.30857468448543,0.07247049000000003,0.072661838,0.07287414400000006,0.07094807279999998,
52,1506586140,0.07240613,0.07240613,0.07240613,0.07240613,0.00901531,0.12451026,0.0002914923791181717,0.0006537449084418705,-0.0003622525293236988,-0.000325896783115028,0.07398798042294395,0.07162092057705614,0.07273787851515476,0.07097931134650322,,0.0,0.003964631268354826,-0.018887127371273786,42.87361041119145,47.401379032508956,50.30857468448543,0.07247049000000003,0.072690431,0.07280445050000005,0.07102419539999999,
53,1506587580,0.07240613,0.07240613,0.07240613,0.07240613,0.00843439,0.11648718,0.00024637392954808546,0.0005722707126631135,-0.000325896783115028,-0.00027248884381388214,0.07389479948481392,0.07160171451518618,0.07270628341847335,0.07103526501918937,,-0.0021509818953971064,-0.014882585034013563,-0.015284509723922196,42.87361041119146,47.401379032508956,50.30857468448544,0.07243927400000003,0.072581044,0.07274825700000005,0.071100318,
54,1506587940,0.0727,0.0727,0.0727,0.0727,0.00158252,0.02176786,0.00023165965789576082,0.000504148501709643,-0.00027248884381388214,-0.00024056781199919354,0.07379575286477268,0.0716177611352274,0.07270568499766636,0.07110054874392704,,0.0027901567111351796,0.01239381701712856,-0.011287909696722392,52.01810756450249,48.94962354765598,50.5614613928792,0.07247973000000003,0.07267004399999999,0.07270675700000004,0.072540618,
55,1506588240,0.07252384,0.07252384,0.07252384,0.07252384,0.00418392,0.05769027,0.00020343873671065105,0.0004440065487098446,-0.00024056781199919354,-0.00020424663312698606,0.0735439469651063,0.07172095103489382,0.07268836642646004,0.07115636408730246,,0.00060126715880988,-0.013281088435374011,-0.020080529658154305,46.64682016767966,48.02519167941567,50.40101892983026,0.07248844600000003,0.072572428,0.07263244900000006,0.0737974948,
56,1506588420,0.07264529,0.07264529,0.07264529,0.07264529,0.00781303,0.10755046,0.000188698257301112,0.00039294489042809806,-0.00020424663312698606,-0.00017501144864819865,0.0734017949902569,0.07177463200974321,0.07268426390965432,0.07121475333878079,,0.00330303525405932,-0.0094147832168576,-0.012031959744322003,50.84590822029279,48.753092144494275,50.513987020968464,0.07253627800000002,0.07250338399999998,0.07258821350000005,0.0736806006,
57,1506590520,0.07263503,0.07263503,0.07263503,0.07263503,0.01213266,0.16703589,0.00017418057961784972,0.00034919202826604837,-0.00017501144864819865,-0.00014791726987324974,0.07339857801376112,0.07177309398623899,0.07267957496587772,0.07127045046275017,,0.003161334544464731,0.003161334544464731,-0.0006542145311846859,50.44344104495402,48.69024877011075,50.50384695586722,0.07258205800000002,0.07252627399999999,0.07258583600000006,0.0735641012,
58,1506591660,0.07267858,0.07267858,0.07267858,0.07267858,0.00756055,0.10402719,0.00016429544092448622,0.00031221271079773596,-0.00014791726987324974,-0.0001246605051393319,0.07340853141415522,0.07178645058584489,0.0726794802072227,0.07132567122891684,,0.0037628029560481608,0.0016037273396166478,0.003217592043009446,52.36401761795155,48.99468903404933,50.54781516563488,0.07263654800000001,0.072537911,0.07259749100000006,0.07344847279999998,
59,1506591960,0.0727,0.0727,0.0727,0.0727,0.007997,0.11,0.0001563870793735711,0.000281047584512903,-0.0001246605051393319,-0.00011368611976729791,0.0734193022237446,0.07180113177625552,0.0726814344732015,0.07137956647484167,,0.0,0.0027901567111351796,0.003513262663177802,53.42927855863996,49.15655554795959,50.57035078913821,0.07263654800000001,0.072558139,0.07261021700000006,0.07343847279999999,
60,1506592320,0.0725813,0.0725813,0.0725813,0.0725813,0.0050944,0.07018882,0.00013893993480378064,0.00025262605457107855,-0.00011368611976729791,-9.717778355380576e-05,0.07342272135554732,0.07181129464445278,0.07267189785670611,0.07142669327974985,,0.0007922911969360046,0.0013940347344228163,0.0018747891517868999,46.512511272853175,48.231240010281404,50.43744257871454,0.07264804000000001,0.072568243,0.07261700800000005,0.07346409879999999,
61,1506592560,0.07267489999999999,0.07267489999999999,0.07267489999999999,0.07267489999999999,0.01773774,0.24406974,0.00013115382512882134,0.0002283316086826271,-9.717778355380576e-05,-8.608938458920263e-05,0.07343062213044627,0.07182633586955384,0.07267218377511504,0.07147564256289692,,0.0004075969687778173,0.003711978529994458,0.0031667952231109542,52.349605815103985,49.05616364809735,50.54439236518831,0.072653962,0.07259512,0.07262847900000005,0.07350054419999999,
62,1506595560,0.07263931,0.07263931,0.07263931,0.07263931,0.01772906,0.24406974,0.00012071987794612382,0.00020680926253532645,-8.608938458920263e-05,-7.795799197227518e-05,0.07342195831301715,0.07188691068698294,0.0726690529393898,0.0715212765800382,,5.8924736452857505e-05,0.0032204455617224604,0.007197844709249325,49.86654593851815,48.73404258450208,50.501154617134794,0.07265481800000001,0.07261843800000001,0.07265443450000005,0.0735273304,
63,1506597780,0.07261665,0.07261665,0.07261665,0.07261665,0.01772353,0.24406974,0.00010936177256998247,0.00018731976454225766,-7.795799197227518e-05,-8.391735897661788e-05,0.07327252001966375,0.07194801398033634,0.07266406218325744,0.07156423240042886,,-0.000852108007613821,0.0029074886339044183,-0.012018367346938655,48.12258835219856,48.5127829403738,50.47246927974947,0.072642432,0.07263949,0.07261026700000005,0.0735626108,
64,1506599400,0.07240613,0.07240613,0.07240613,0.07240613,0.00120026,0.01657674,8.242306582148529e-05,0.00016634042479810317,-8.391735897661788e-05,-6.601588517358924e-05,0.07320156640376388,0.07207858059623623,0.0726394972134234,0.0715972479925689,,-0.004042228335625882,-0.004042228335625882,0.008301490043169478,34.623324206644504,46.378704393197665,50.19606473038808,0.07258365800000002,0.07261010300000001,0.07264007350000005,0.07358473339999999,
65,1506599760,0.0727,0.0727,0.0727,0.0727,0.01774387,0.24406974,8.382056833111662e-05,0.00014983645350470585,-6.601588517358924e-05,-5.3136831405375495e-05,0.07300219015095503,0.07219795684904508,0.07264525938357355,0.07164049316933091,,0.0016354074672126203,0.002428994383088301,-0.010884353741496534,55.523006271372665,49.745230228276405,50.59020335637303,0.07260739800000002,0.07262771900000001,0.07260007350000006,0.0736127334,
66,1506601920,0.07269317,0.07269317,0.07269317,0.07269317,0.01001893,0.13782498,8.341541424798649e-05,0.00013655224565336198,-5.3136831405375495e-05,-4.308801561968964e-05,0.0727939195292574,0.07234197147074273,0.07264982229942368,0.07168177461367087,,0.0002513935347694275,0.0006590929707899871,-0.008761895463507356,55.03234524497106,49.66616976976902,50.58049563561647,0.07261105200000002,0.072632507,0.07256794550000006,0.07360100680000001,
67,1506602640,0.0727,0.0727,0.0727,0.0727,0.02908,0.4,8.269222612874993e-05,0.00012578024174843958,-4.308801561968964e-05,-3.58620150879007e-05,0.07280275599870686,0.07236252200129326,0.07265460112805,0.0717217050209779,,0.0008354980244168362,0.0008944719923705893,0.004058634262043858,55.50420055880624,49.75328700838762,50.5903890383927,0.07262319000000002,0.072639004,0.07258263900000006,0.07363700680000002,
68,1506603420,0.07269711,0.07269711,0.07269711,0.07269711,0.01774316,0.24406974,8.09527228885637e-05,0.0001168147379764644,-3.58620150879007e-05,-4.9087593341212655e-05,0.07281478756291808,0.07236398043708205,0.07265864959204524,0.07175995619662583,,0.001108010352997426,0.00025495820088929685,0.0018590944239431704,55.21003958406985,49.71356924667087,50.58591770057682,0.07263928200000001,0.07264085699999999,0.07258938400000006,0.073609029,
69,1506605280,0.07240613,0.07240613,0.07240613,0.07240613,0.0021850000000000003,0.03017694,5.545524629994858e-05,0.00010454283964116124,-4.9087593341212655e-05,-7.242168047826288e-05,0.07282093757015987,0.07234867142984025,0.07263460010708855,0.07178529634577775,,0.0,-0.004042228335625882,-0.00126335007500929,33.65782824949834,45.70592342806064,50.12050991216852,0.07263928200000001,0.07261146999999998,0.07258480450000006,0.07356753160000001,
70,1506606120,0.072145,0.072145,0.072145,0.072145,0.00539941,0.07484107,1.4015739043332642e-05,8.643741952159552e-05,-7.242168047826288e-05,-8.403860353187961e-05,0.07286992645044126,0.07226615654955883,0.07258797152546108,0.07179940237143352,,-0.00763411279229711,-0.006011190210150556,-0.004625535283675912,23.69624796465088,42.362594336781875,49.6923846187093,0.07252828200000003,0.07256784,0.07256804150000004,0.0734904316,
71,1506606600,0.072145,0.072145,0.072145,0.072145,0.01760841,0.24406974,-1.861083489325399e-05,6.542776863862562e-05,-8.403860353187961e-05,-7.084620930523707e-05,0.07290283897786061,0.07220713102213948,0.07254578376113145,0.0718129552196126,,-0.0075408735098496955,-0.007291375701927158,-0.003606462601992377,23.69624796465088,42.362594336781875,49.6923846187093,0.07241864800000002,0.07251484999999999,0.07255498500000004,0.07344533160000001,
72,1506607260,0.072145,0.07240613,0.07240613,0.072145,0.01761707,0.24406974,-2.3129992992920734e-05,4.771621631231634e-05,-7.084620930523707e-05,-5.929861645944496e-05,0.07290283897786061,0.07220713102213948,0.07253248340292846,0.07183621697570623,,-0.004042228335625882,-0.0032101075849977033,0.0,46.4982370856002,46.978293182909525,50.15597595802963,0.07235987400000002,0.072491532,0.07255498500000004,0.07343769420000001,
73,1506610380,0.07240613,0.07240613,0.07240613,0.07240613,0.00111131,0.01534822,-2.640705426198986e-05,3.28915621974551e-05,-5.929861645944496e-05,-4.925214361072823e-05,0.07290283897786061,0.07220713102213948,0.0725204497455067,0.0718585665060707,,-0.004002635042851033,-0.002899059650920356,0.0,46.4982370856002,46.97829318290952,50.15597595802963,0.07230167800000002,0.07247047999999999,0.07255498500000004,0.07336581680000001,
74,1506611280,0.07240613,0.07240613,0.07240613,0.07240613,0.00116555,0.01609744,-2.867361731595519e-05,2.057852629477304e-05,-4.925214361072823e-05,-3.385689522038083e-05,0.07288722735329506,0.07219335564670504,0.07250956215069654,0.071880039584264,,0.0,0.0,-0.004042228335625882,46.4982370856002,46.97829318290952,50.15597595802963,0.07230167800000002,0.07247047999999999,0.07254029150000005,0.07326793940000001,
75,1506612120,0.07240613,0.07251118,0.07251118,0.07240613,0.01767809,0.24406974,-2.1742592730703003e-05,1.2114302489677832e-05,-3.385689522038083e-05,-1.754932898116862e-05,0.07288675826816145,0.07219255873183865,0.07250971623158259,0.07190479018880268,,0.005075611615496483,-0.0025972489683632216,-0.00017456328843055676,55.70074656936583,49.106906907545735,50.36503972232191,0.07237491400000003,0.07245159799999999,0.07253965850000005,0.073168363,
76,1506612300,0.07251118,0.07258943,0.07258943,0.07251118,0.01770164,0.24406974,-9.822358736782943e-06,7.726970244385677e-06,-1.754932898116862e-05,-3.938599861220603e-06,0.07288140995772006,0.07219232104228003,0.07251730801905092,0.07193163880884963,,0.006160232864370305,-0.001427094182300826,-0.0007689417992550486,61.60402676177169,50.71472599381707,50.52633122250151,0.07246380000000002,0.072441224,0.07253686550000005,0.0730703516,
77,1506615480,0.07258943,0.07262923,0.07262923,0.07258943,0.0145181,0.2,2.803720417859923e-06,6.742320279080526e-06,-3.938599861220603e-06,-3.0313234565101083e-05,0.07288079858653423,0.07219235241346586,0.07252796725533178,0.07195899532614965,,0.0030812308294892138,-0.0009734525447042335,-7.985127837078403e-05,64.49206154898704,51.56378105234579,50.611510054780695,0.07250842000000002,0.07243414699999999,0.07253657550000005,0.0729731362,
78,1506615660,0.07089,0.07207999999999999,0.07207999999999999,0.07089,0.03428754,0.4775,-3.114922292729583e-05,-8.359883621947448e-07,-3.0313234565101083e-05,-2.0391949539727992e-05,0.07289724313974871,0.07211604986025136,0.07248530370720495,0.07196374060747711,,-0.0045041766491318875,-0.008488783116687914,-0.008235989200669787,28.719646718725645,40.94491015218612,49.38710333552218,0.07244319400000002,0.072372436,0.07250664650000004,0.0729387362,
79,1506615780,0.07246948,0.07246948,0.07246948,0.07246948,0.01768761,0.24406974,-2.6325925286854734e-05,-5.933975747126743e-06,-2.0391949539727992e-05,-3.7489771764723905e-06,0.07287569046049251,0.07211455053950756,0.07248379668747114,0.07198357352483095,,0.0008749259213274302,0.0008749259213274302,-0.003170839064649215,51.5762815741838,49.060300835151274,50.27721837925705,0.07245586400000001,0.072378771,0.07249512050000004,0.07283612580000001,
80,1506616020,0.07261523,0.07261523,0.07261523,0.07261523,0.00247342,0.03406194,-1.0620197217717231e-05,-6.8712200412448405e-06,-3.7489771764723905e-06,1.0535259302438762e-05,0.07287920666974383,0.07211442733025626,0.07249631414580722,0.07200834436699445,,0.0014349511344320738,0.00651784600457415,0.0004674757823296284,57.67138590846449,51.76622318598052,50.61635516207701,0.07247667400000002,0.072425794,0.07249681700000005,0.07275117040000001,
