start,opening,closing,highest,lowest,amount,volume
1567135500,0.017747,0.017749,0.017751,0.017734,4.83439525077168,272.40410367
1567135800,0.017749,0.017753,0.017763,0.017746,6.0695166884829,341.8550192
1567136100,0.017753,0.017746,0.017767,0.017746,2.71881698486268,153.09684971
1567136400,0.017749,0.017771,0.017772,0.017747,5.43369860449791,305.96103618
1567136700,0.017771,0.017764,0.017781,0.017751,4.82858448472026,271.76518584
1567137000,0.017764,0.017761,0.017768,0.017753,6.49030396700603,365.42203832
1567137300,0.017761,0.017752,0.017762,0.017745,5.53840698042109,311.9293898
1567137600,0.017756,0.017757,0.017758,0.017746,4.3638837695188,245.8232147
1567137900,0.017756,0.017749,0.017758,0.017743,3.659322303037,206.1668426
1567138200,0.017748,0.017749,0.017764,0.017747,4.522089007127,254.7305582
1567138500,0.017748,0.017755,0.017756,0.01774,3.5570216429002,200.4406469
1567138800,0.017753,0.017747,0.017757,0.017746,5.98901659613093,337.4115046
1567139100,0.017747,0.017739,0.017753,0.017736,6.3260085120798,356.5254608
1567139400,0.017739,0.017736,0.017751,0.017731,5.79756433104828,326.8057855
1567139700,0.017735,0.017735,0.017743,0.017733,4.8642115057546,274.2551189
1567140000,0.017735,0.017737,0.017743,0.017719,4.4195581477028,249.2153487
1567140300,0.017736,0.017725,0.017745,0.017725,4.4134716394262,248.832889
1567140600,0.017722,0.017721,0.017731,0.01772,3.8813149320336,218.9844281
1567140900,0.017717,0.017706,0.017719,0.017696,4.13153832913619,233.31012851
1567141200,0.017709,0.017705,0.01771,0.017698,5.9850201669267,338.03895954
1567141500,0.017701,0.017704,0.017704,0.017695,3.807343024407,215.1042273
1567141800,0.017703,0.017698,0.017712,0.017686,5.1583031084236,291.3767974
1567142100,0.017698,0.017688,0.017703,0.017681,5.8265992562711,329.3022188
1567142400,0.017685,0.017687,0.017688,0.017681,2.8040957811361,158.5756255
1567142700,0.017683,0.017697,0.017698,0.017682,5.56568567970616,314.66378487
1567143000,0.017697,0.017698,0.017712,0.017693,6.21648119584118,351.22685944
1567143300,0.017698,0.0177,0.017705,0.017697,5.6825893790687,321.0462266
1567143600,0.017699,0.017698,0.01771,0.017697,6.36394888052627,359.52327898
1567143900,0.017699,0.017696,0.017702,0.017689,4.57516985389681,258.53022585
1567144200,0.017697,0.017691,0.017703,0.017688,2.2539159373342,127.39013518
1567144500,0.01769,0.017683,0.017699,0.017683,4.5994002763529,259.9765115
1567144800,0.017686,0.01768,0.017701,0.017673,4.70564810010599,266.04398226
1567145100,0.01768,0.017657,0.017684,0.017649,6.50353346947816,368.06914249
1567145400,0.017658,0.017672,0.017679,0.017656,5.33118793266743,301.71135792
1567145700,0.01767,0.017672,0.017679,0.017665,5.84422081025994,330.70270888
1567146000,0.017673,0.017677,0.017679,0.017652,5.32636952808625,301.49922675
1567146300,0.017677,0.017693,0.017705,0.017677,4.91308473980463,277.66244102
1567146600,0.017696,0.017695,0.017704,0.017692,6.72226821443013,379.83959097
1567146900,0.017698,0.017682,0.017706,0.017677,5.13336360208211,290.19162723
1567147200,0.017682,0.017681,0.017689,0.017675,6.03724959948968,341.45363865
1567147500,0.017681,0.017707,0.017707,0.017677,4.94830531998722,279.74323493
1567147800,0.017708,0.01771,0.01771,0.017696,4.915985204207,277.696129
1567148100,0.017708,0.017698,0.01771,0.017692,5.68279944066008,320.99283724
1567148400,0.017702,0.017716,0.017727,0.017698,4.61621217767362,260.53884989
1567148700,0.017714,0.017704,0.017724,0.017689,4.2315165268106,239.0266269
1567149000,0.017704,0.017707,0.01771,0.017699,3.1732327177865,179.2456981
1567149300,0.017701,0.017692,0.017708,0.017692,4.6116154050122,260.53335429
1567149600,0.017693,0.01771,0.017714,0.017692,6.3651890500535,359.5197969
1567149900,0.017704,0.017705,0.017718,0.017701,5.01974336083119,283.46677898
1567150200,0.017705,0.017701,0.017707,0.01769,5.96180460265441,336.89590094
1567150500,0.017708,0.017706,0.017708,0.017698,5.21046881119224,294.31795069
1567150800,0.017705,0.017706,0.017712,0.017701,5.45858041351173,308.29009867
1567151100,0.017705,0.017701,0.01771,0.017693,4.87890099013547,275.65133883
1567151400,0.017701,0.017677,0.017705,0.017664,6.29802623097719,356.0348148
1567151700,0.017677,0.017673,0.017677,0.01766,4.9450711362676,279.89252935
1567152000,0.017672,0.017658,0.017672,0.017651,6.89512656444881,390.47766693
1567152300,0.017656,0.017616,0.017658,0.01761,7.06774990962252,400.69498953
1567152600,0.017616,0.017637,0.017648,0.017612,5.57147759133693,316.01327779
1567152900,0.017637,0.017617,0.017651,0.017602,5.2765600702275,299.1792984
1567153200,0.017622,0.017662,0.017662,0.01762,3.46780176332445,196.55990303
1567153500,0.017663,0.017666,0.017671,0.017659,4.52289345280161,256.04341849
1567153800,0.017665,0.017644,0.017668,0.017639,7.9817841364975,452.14330324
1567154100,0.017644,0.017678,0.017695,0.017644,5.42859745718577,307.23706439
1567154400,0.017678,0.017704,0.017718,0.017678,5.51110062028241,311.36148523
1567154700,0.017706,0.017735,0.017738,0.017696,4.59909680866964,259.51068283
1567155000,0.017735,0.017725,0.017752,0.017723,5.70435898029702,321.60277482
1567155300,0.017723,0.017724,0.017737,0.017711,4.1427818645404,233.751979
1567155600,0.017716,0.017724,0.017727,0.017707,6.48313585979592,365.88223652
1567155900,0.017719,0.017725,0.017729,0.017711,4.94853292968305,279.26830935
1567156200,0.017724,0.017723,0.01773,0.017709,5.02151148515275,283.33788252
1567156500,0.017723,0.017735,0.01776,0.017715,6.54745052710116,369.24335812
1567156800,0.017735,0.017768,0.017816,0.017733,5.04170534208132,284.04783805
1567157100,0.01777,0.017763,0.017784,0.017755,5.88144237633826,330.91829751
1567157400,0.01776,0.017727,0.017763,0.017722,5.6428252414408,318.2063665
1567157700,0.017732,0.017733,0.017757,0.017732,5.5045302058778,310.2313254
1567158000,0.017733,0.017723,0.017746,0.017723,3.61104365337558,203.59243045
1567158300,0.01772,0.017719,0.017727,0.017717,3.1580382912899,178.2149524
1567158600,0.01772,0.017721,0.01774,0.017715,6.7558697698897,381.1443588
1567158900,0.017721,0.017727,0.017731,0.017714,3.6717459325257,207.1421801
1567159200,0.017727,0.017725,0.017738,0.017702,4.4733538019802,252.4231763
1567159500,0.017728,0.017734,0.017736,0.017706,4.4119461044521,248.9073408
1567159800,0.017732,0.017684,0.017734,0.017674,3.94742844892525,222.91083757
1567160100,0.017681,0.017699,0.017702,0.017675,4.9965491463998,282.444355
1567160400,0.017702,0.017712,0.017712,0.017693,4.2562064754889,240.4081448
1567160700,0.017713,0.017705,0.017721,0.017702,3.8882422207224,219.5178039
1567161000,0.017701,0.017708,0.017721,0.017697,5.2530215089704,296.6142039
1567161300,0.017708,0.01771,0.017711,0.017687,1.8923472436819,106.8862305
1567161600,0.01771,0.017717,0.017721,0.017699,6.3698384593277,359.6768336
1567161900,0.017715,0.01771,0.017717,0.017695,4.4879557434145,253.4414473
1567162200,0.017711,0.017713,0.017723,0.017708,6.6909816279817,377.7540399
1567162500,0.017713,0.017698,0.017718,0.017693,6.1074425274221,344.8813389
1567162800,0.0177,0.017701,0.01771,0.017695,4.7966732662924,270.9994625
1567163100,0.017703,0.0177,0.017714,0.017695,4.8401773693831,273.4511531
1567163400,0.017699,0.017717,0.017721,0.017698,3.3990933642237,191.9460672
1567163700,0.017721,0.017697,0.017726,0.017697,6.5222952351636,368.1944343
1567164000,0.017697,0.01772,0.017722,0.017696,5.4242698038237,306.261496
1567164300,0.017718,0.017769,0.017773,0.017713,5.1898015283739,292.5422536
1567164600,0.017768,0.017745,0.017775,0.017744,3.4993795625183,197.0622321
1567164900,0.017746,0.017717,0.01775,0.017712,4.0191284518265,226.7710878
1567165200,0.017716,0.01772,0.017726,0.017708,4.3102158523072,243.2560728
1567165500,0.01772,0.017724,0.017729,0.017715,5.59199325058329,315.58091763
1567165800,0.017727,0.017712,0.017731,0.017711,4.09567136847242,231.12922894
1567166100,0.017712,0.017725,0.017733,0.017707,5.68353432469726,320.71353452
1567166400,0.017723,0.01771,0.017723,0.0177,5.39374698586599,304.49543189
1567166700,0.01771,0.017711,0.017727,0.017703,6.04949556934967,341.56509711
1567167000,0.017711,0.017695,0.017715,0.01769,3.6276245693097,204.90355332
1567167300,0.017695,0.017699,0.017704,0.017685,3.99084882320237,225.55478883
1567167600,0.017701,0.017709,0.017717,0.017696,3.54797792736882,200.36055998
1567167900,0.017708,0.017703,0.017717,0.017697,4.4573389825622,251.7101311
1567168200,0.017699,0.017678,0.017706,0.017675,5.00939846073705,283.07380861
1567168500,0.017679,0.01768,0.017692,0.017676,5.93766177385932,335.77655043
1567168800,0.017682,0.017683,0.017697,0.017679,5.5204806893231,312.1087109
1567169100,0.017684,0.017701,0.017703,0.017674,5.1800302055018,292.9447287
1567169400,0.017703,0.01768,0.017704,0.017679,4.23828864689414,239.64655151
1567169700,0.017678,0.017673,0.017694,0.017673,5.32687336992512,301.22097819
1567170000,0.017676,0.017671,0.017678,0.017664,6.44698545370697,364.82513263
1567170300,0.017671,0.017657,0.017674,0.017657,6.8803758784601,389.4491589
1567170600,0.017659,0.017661,0.017676,0.017657,5.1440199981023,291.1556181
1567170900,0.017665,0.017652,0.017669,0.017644,6.4957120741171,367.9681489
1567171200,0.017654,0.017653,0.017657,0.017639,3.19450267800209,180.98996068
1567171500,0.017653,0.017656,0.017657,0.017641,3.26541544492235,185.03535822
1567171800,0.017656,0.017653,0.017666,0.017651,5.64952084044865,319.94918323
1567172100,0.017651,0.017659,0.017669,0.017651,4.8767040219097,276.1432232
1567172400,0.017659,0.017665,0.017668,0.017658,4.8833578900809,276.477034
1567172700,0.017665,0.01767,0.017672,0.017662,4.7677149803427,269.88683942
1567173000,0.017671,0.017692,0.017703,0.01767,3.60079954146238,203.56632743
1567173300,0.017684,0.017676,0.017684,0.017652,4.85440430814214,274.77872206
1567173600,0.017677,0.017673,0.017686,0.017668,4.94094365200374,279.52083964
1567173900,0.017675,0.017689,0.017689,0.017659,5.72123943989704,323.64126888
1567174200,0.017687,0.017683,0.017695,0.017672,5.43510470866762,307.3360138
1567174500,0.017681,0.01767,0.017687,0.017666,5.57592460377405,315.46485875
1567174800,0.017669,0.017668,0.017673,0.017661,5.43973178618189,307.88879605
1567175100,0.017674,0.01768,0.01768,0.01766,4.10734090583941,232.45040024
1567175400,0.017677,0.017677,0.017683,0.017668,4.3657181254311,246.9566224
1567175700,0.017677,0.017675,0.017682,0.017671,6.64556509341756,375.95179777
1567176000,0.01767,0.017679,0.01768,0.017665,3.05644267123962,172.92288146
1567176300,0.017679,0.017678,0.01768,0.017672,2.35259498638841,133.09962639
1567176600,0.017678,0.017675,0.017682,0.017658,4.04201283559076,228.70544133
1567176900,0.017674,0.017677,0.017683,0.017674,3.7563677627837,212.49296751
1567177200,0.017678,0.017677,0.017682,0.017672,3.36556890678112,190.38818561
1567177500,0.017677,0.017673,0.01768,0.017671,3.07786452964148,174.13161632
1567177800,0.017675,0.017685,0.01769,0.017659,2.97737357898324,168.47286046
1567178100,0.017686,0.017693,0.017698,0.017686,3.75336008775048,212.15642009
1567178400,0.017693,0.017658,0.017716,0.017658,3.84799037993816,217.51515042
1567178700,0.017661,0.017659,0.017667,0.017653,6.90839684381953,391.19857517
1567179000,0.017661,0.017651,0.017667,0.01765,5.18039798901581,293.37918722
1567179300,0.017652,0.017682,0.017685,0.017652,5.48156642672911,310.20360564
1567179600,0.01768,0.01767,0.017683,0.017657,3.55164908614222,200.99349006
1567179900,0.017672,0.017659,0.017675,0.017658,4.24023165812932,239.96912702
1567180200,0.017664,0.017668,0.017675,0.017658,4.6343585278505,262.34019183
1567180500,0.017665,0.017652,0.017669,0.017643,5.02762230082884,284.6802212
1567180800,0.017646,0.017641,0.017651,0.01764,5.7453693748728,325.59870416
1567181100,0.017645,0.017642,0.017651,0.017635,3.7409305116943,212.0594147
1567181400,0.01764,0.017623,0.017645,0.01761,3.90380660740906,221.39945881
1567181700,0.017623,0.017622,0.017624,0.017588,4.62016036802038,262.37298256
1567182000,0.01762,0.017613,0.017631,0.017611,5.42077255289303,307.68653655
1567182300,0.017613,0.017647,0.01765,0.017612,5.18074880581567,293.91203066
1567182600,0.017647,0.017637,0.017647,0.017632,4.76261860227778,270.00768563
1567182900,0.017636,0.01764,0.017651,0.017628,3.73426830289542,211.73122513
1567183200,0.01764,0.017634,0.017643,0.017631,3.86996720574871,219.42398064
1567183500,0.017633,0.017595,0.017638,0.017587,4.71291015106376,267.45474987
1567183800,0.017595,0.017612,0.017619,0.017589,5.80692380402635,329.8388282
1567184100,0.017611,0.017614,0.017625,0.017609,5.88248663420395,333.90909073
1567184400,0.017613,0.017614,0.017627,0.017605,5.1833832770064,294.21842579
1567184700,0.017613,0.017603,0.017616,0.017595,4.642887184802,263.72177329
1567185000,0.017604,0.017592,0.017611,0.017592,6.34150132268031,360.24907567
1567185300,0.017597,0.017603,0.017613,0.017592,3.5068991242422,199.2715435
1567185600,0.017607,0.01761,0.017616,0.017598,3.64316752568334,206.90242052
1567185900,0.017609,0.017606,0.017614,0.017594,4.54550866079795,258.17133127
1567186200,0.017606,0.017591,0.01761,0.017578,5.23230267806362,297.34702974
1567186500,0.017592,0.01759,0.017597,0.017581,5.39671269535842,306.79037883
1567186800,0.017592,0.017627,0.017627,0.017589,6.47320050459672,367.65156343
1567187100,0.017626,0.017642,0.017642,0.017624,6.50644597776301,369.02252027
1567187400,0.017636,0.017601,0.017636,0.017594,8.19748763144308,465.4205871
1567187700,0.017603,0.017599,0.017605,0.017589,6.26923143008127,356.26257642
1567188000,0.017602,0.01759,0.017606,0.017589,2.57839619271136,146.50399404
1567188300,0.01759,0.017601,0.017604,0.017581,5.08139140093467,288.85607553
1567188600,0.017601,0.017603,0.017612,0.017595,4.47314226624155,254.12521978
1567188900,0.017604,0.017602,0.017616,0.017597,7.28817787109803,413.98048738
1567189200,0.017603,0.017618,0.017619,0.017598,5.7944942552778,329.06542703
1567189500,0.017617,0.017618,0.017634,0.017608,3.62881320156184,205.89304741
1567189800,0.017617,0.017621,0.017624,0.017606,5.43242278476026,308.38367812
1567190100,0.017621,0.017629,0.017634,0.01762,5.4120322740507,307.0480598
1567190400,0.017628,0.017627,0.01763,0.017613,6.17441600300998,350.34379361
1567190700,0.017628,0.017618,0.01763,0.017612,6.01693648069217,341.44699855
1567191000,0.017619,0.017605,0.017622,0.017596,5.52040748471875,313.46514545
1567191300,0.017604,0.017607,0.017614,0.017602,4.03144850995108,228.95300892
1567191600,0.017612,0.017536,0.017612,0.017527,4.57706386372798,260.43880694
1567191900,0.01754,0.017574,0.01758,0.01754,4.70117544807944,267.61496414
1567192200,0.017574,0.017567,0.017578,0.017558,5.33794690776144,303.8145939
1567192500,0.01757,0.017566,0.017583,0.017563,3.98267163817082,226.62108079
1567192800,0.017566,0.017578,0.017586,0.017564,4.3238704615371,246.05237796
1567193100,0.017576,0.017583,0.01759,0.017576,4.84428374365865,275.50085451
1567193400,0.017583,0.01758,0.017591,0.017559,4.67062038236966,265.72872964
1567193700,0.017575,0.017582,0.017588,0.017574,3.9053042732387,222.1532404
1567194000,0.017581,0.017584,0.017593,0.01758,4.9359522929908,280.7011086
1567194300,0.017585,0.017594,0.017601,0.017581,6.32996652484769,359.91327188
1567194600,0.017593,0.017617,0.017625,0.017593,5.92186622211682,336.36938146
1567194900,0.017619,0.017627,0.017636,0.017607,5.35461756801889,303.83707437
1567195200,0.017626,0.017553,0.017627,0.017533,5.65379797273659,321.71072973
1567195500,0.017545,0.017547,0.017577,0.017525,4.39497259382264,250.45071671
1567195800,0.017557,0.017532,0.017563,0.017531,5.11028482256578,291.21754481
1567196100,0.017531,0.017523,0.017543,0.017519,5.24670947015278,299.31670497
1567196400,0.017522,0.017539,0.017555,0.017519,6.93314036660027,395.45460347
1567196700,0.01754,0.017544,0.017555,0.017539,5.56884942629691,317.36303499
1567197000,0.017538,0.017539,0.017547,0.017523,4.795726193064,273.49401972
1567197300,0.017539,0.017548,0.017556,0.01753,6.9834241394657,398.11876671
1567197600,0.017549,0.017551,0.017557,0.017541,6.27139537541676,357.35768756
1567197900,0.017552,0.017553,0.017557,0.017539,4.79534384375267,273.25037423
1567198200,0.017556,0.017552,0.017563,0.017541,6.15915185023206,350.9140624
1567198500,0.017546,0.017549,0.017556,0.017543,4.7135797851178,268.6129722
1567198800,0.017548,0.017562,0.017566,0.017548,6.7261279132008,383.0710672
1567199100,0.017561,0.017576,0.01758,0.017558,4.25475247230583,242.23962492
1567199400,0.017575,0.017563,0.017578,0.017553,4.27134334073844,243.16712628
1567199700,0.017554,0.017534,0.01756,0.017531,5.12967962276245,292.43179862
1567200000,0.017531,0.017538,0.017546,0.017527,7.03292134129497,401.0828847
1567200300,0.017542,0.017555,0.017555,0.017537,6.4752015772355,369.098671
1567200600,0.017555,0.017564,0.017577,0.017553,4.83020597529143,274.9672468
1567200900,0.017568,0.017573,0.017587,0.017562,6.78100261410936,385.8211074
1567201200,0.01757,0.017561,0.017578,0.01756,4.71744125413999,268.52087481
1567201500,0.017561,0.017556,0.017565,0.01755,3.66105672032932,208.55031117
1567201800,0.017556,0.017549,0.01756,0.017546,4.92105847605595,280.31976925
1567202100,0.017553,0.017556,0.01756,0.017543,5.62163929159454,320.27031254
1567202400,0.017558,0.017519,0.017558,0.017516,5.60418754650486,319.5643705
1567202700,0.017517,0.017561,0.017563,0.017502,3.2165367006257,183.6534368
1567203000,0.017555,0.017558,0.017564,0.017553,4.9421280532655,281.5104549
1567203300,0.01756,0.017569,0.017573,0.017552,4.92113991063587,280.14498458
1567203600,0.017569,0.01757,0.017572,0.017564,4.1078446335369,233.7921111
1567203900,0.01757,0.017571,0.017576,0.017569,4.52799275956558,257.69302578
1567204200,0.017571,0.017586,0.017588,0.017571,4.93241296406044,280.57988735
1567204500,0.017583,0.017583,0.017601,0.017574,5.54878229185679,315.5807362
1567204800,0.017584,0.017576,0.017594,0.017567,5.09138531602773,289.57232496
1567205100,0.017576,0.017568,0.017578,0.017557,5.84700054157113,332.86969287
1567205400,0.017568,0.017561,0.017571,0.01756,3.80805070128442,216.78176156
1567205700,0.017563,0.017576,0.017582,0.017563,4.33030227879143,246.42388243
1567206000,0.017579,0.017587,0.017587,0.017571,4.84603317977163,275.65562731
1567206300,0.017583,0.017588,0.017592,0.017581,5.03962969213396,286.56568468
1567206600,0.017588,0.017601,0.017606,0.01758,6.14055882601256,348.97341836
1567206900,0.017605,0.017592,0.017608,0.01758,5.25232297277107,298.42027048
1567207200,0.017589,0.017597,0.017597,0.017584,5.01333440480223,284.99131331
1567207500,0.017595,0.017589,0.017599,0.017586,3.21115300934211,182.52699554
1567207800,0.017589,0.017588,0.017597,0.017565,4.6988545835313,267.1346668
1567208100,0.017588,0.017564,0.017588,0.017542,6.23356457251023,354.95311998
1567208400,0.017564,0.017571,0.017576,0.017557,4.48879067826554,255.57190057
1567208700,0.017573,0.017578,0.017592,0.017566,6.14178272145904,349.39277347
1567209000,0.017575,0.01757,0.017587,0.017566,4.44897576669429,253.12957788
1567209300,0.017573,0.017578,0.017581,0.017564,5.8632082672456,333.6952028
1567209600,0.017579,0.017569,0.017587,0.017565,4.0913379744842,232.7157789
1567209900,0.01757,0.017572,0.01758,0.017568,5.68659513090775,323.61013461
1567210200,0.017572,0.017565,0.01758,0.017563,6.25014140339142,355.73726314
1567210500,0.017566,0.017559,0.017572,0.017545,5.36421144770249,305.55700947
1567210800,0.017559,0.017572,0.017576,0.01755,5.8117346499428,331.0419331
1567211100,0.01757,0.017593,0.017598,0.01757,2.9427893172723,167.3487667
1567211400,0.017594,0.017581,0.017608,0.017578,5.3594628651772,304.6214156
1567211700,0.017587,0.017576,0.017592,0.017575,5.8872942026638,334.8354976
1567212000,0.017579,0.017577,0.017586,0.017558,5.6482955151447,321.3987947
1567212300,0.017574,0.017582,0.017595,0.017574,3.05842723524669,173.89723493
1567212600,0.017585,0.017588,0.017597,0.017579,4.9488806150041,281.3715348
1567212900,0.017581,0.017567,0.017594,0.017565,2.13378765259089,121.37548121
1567213200,0.017567,0.017575,0.017581,0.017563,6.37561001422893,362.8733206
1567213500,0.017577,0.017538,0.017583,0.017538,5.15854731077593,293.63675593
1567213800,0.017543,0.017536,0.017553,0.017518,5.15103536804405,293.72005425
1567214100,0.017537,0.017549,0.017558,0.017536,3.02542247948156,172.44716841
1567214400,0.017549,0.01754,0.017558,0.017533,5.51396201254658,314.23169953
1567214700,0.01754,0.017553,0.017557,0.017536,4.77574497079697,272.17186056
1567215000,0.017554,0.017556,0.017562,0.017544,3.13735908316657,178.72288191
1567215300,0.017551,0.017555,0.017559,0.017549,6.4285660262779,366.2166868
1567215600,0.017555,0.017553,0.017555,0.017539,2.50699978426671,142.86986247
1567215900,0.017544,0.017565,0.017567,0.017538,4.00057564244899,227.95939159
1567216200,0.017566,0.017565,0.017571,0.017559,6.9578682439894,396.1788205
1567216500,0.017565,0.01757,0.01758,0.017558,5.37627681066845,306.03485035
1567216800,0.01757,0.017573,0.017578,0.017564,5.5960663488479,318.4373838
1567217100,0.017575,0.017559,0.017578,0.017557,6.3161438444708,359.4883377
1567217400,0.017559,0.017562,0.017572,0.017558,7.2851389318466,414.7070823
1567217700,0.017563,0.017561,0.017569,0.017558,5.26863207097627,300.00294989
1567218000,0.017561,0.017559,0.017564,0.017549,5.3846633867892,306.6681191
1567218300,0.017559,0.01756,0.017566,0.01755,3.7523401936761,213.7200309
1567218600,0.017562,0.017561,0.017566,0.017554,5.1498639764875,293.2637418
1567218900,0.017561,0.017568,0.017571,0.017553,5.98537962819628,340.82480088
1567219200,0.017567,0.017567,0.017571,0.017561,5.8312446055336,331.9245315
1567219500,0.017567,0.017574,0.017581,0.017562,1.77541229232972,101.03883169
1567219800,0.017574,0.017583,0.017589,0.017573,1.19961230919355,68.23682168
1567220100,0.017589,0.017594,0.017598,0.017576,1.17375380066383,66.74813957
1567220400,0.017592,0.017606,0.017611,0.017592,0.9684629430788,55.0212531
1567220700,0.017604,0.017606,0.017606,0.017588,0.9210458334173,52.3495605
1567221000,0.017605,0.017604,0.017613,0.017592,1.44116191288397,81.87038353
1567221300,0.017602,0.017614,0.017617,0.0176,0.8891407125963,50.4927682
1567221600,0.01761,0.017614,0.017617,0.0176,1.29981401512305,73.81676925
1567221900,0.017612,0.017621,0.017623,0.017606,0.9922914328181,56.3328826
1567222200,0.017616,0.017609,0.017624,0.017604,1.51017234780598,85.73573332
1567222500,0.01761,0.017596,0.017611,0.017596,0.9300941001592,52.8294651
1567222800,0.017597,0.01759,0.017599,0.017584,0.9891118269587,56.2177867
1567223100,0.017582,0.017582,0.017595,0.017574,0.7995649478126,45.4694117
1567223400,0.017581,0.017588,0.017588,0.017571,0.6996644395666,39.805987
1567223700,0.017587,0.017591,0.017592,0.017573,1.30234195441388,74.0744528
1567224000,0.017586,0.017601,0.017604,0.017579,1.59842031806018,90.86023408
1567224300,0.017598,0.017603,0.017607,0.017591,1.43544387858164,81.55658566
1567224600,0.017604,0.017605,0.017608,0.017593,0.82612088344257,46.93013412
1567224900,0.017604,0.017611,0.017613,0.017602,1.03070452186262,58.53379149
1567225200,0.017612,0.017627,0.017628,0.017612,0.83933510646365,47.63086958
1567225500,0.017627,0.01761,0.017627,0.01761,0.9276115160058,52.6473574
1567225800,0.017619,0.017612,0.017629,0.017609,0.95866987031507,54.42260841
1567226100,0.017609,0.017605,0.01761,0.017602,0.8400970534,47.7183891
1567226400,0.017605,0.01759,0.017608,0.017582,1.5078413270059,85.6984178
1567226700,0.017591,0.017578,0.017595,0.017578,1.0118989390487,57.5422837
1567227000,0.017576,0.017577,0.017579,0.017563,1.07258875722086,61.03588198
1567227300,0.017576,0.017579,0.017591,0.017566,1.31487409452371,74.81649312
1567227600,0.01758,0.01758,0.017605,0.017579,1.26589872464397,71.96122588
1567227900,0.017582,0.01759,0.01759,0.01756,1.76311557337723,100.32407895
1567228200,0.017582,0.017593,0.017593,0.017569,1.21458516174857,69.08456746
1567228500,0.017589,0.017579,0.017594,0.017569,1.77013330842577,100.69056857
1567228800,0.017576,0.017573,0.017579,0.017562,1.02179499263306,58.15636196
1567229100,0.017569,0.017583,0.017583,0.017568,1.19564282885887,68.02747302
1567229400,0.01758,0.017585,0.017589,0.017572,0.92594420393211,52.67488477
1567229700,0.017585,0.017586,0.017587,0.017571,1.63987752605337,93.2825009
1567230000,0.017586,0.017578,0.017596,0.017572,1.77210498562361,100.7729475
1567230300,0.017578,0.017584,0.017588,0.01757,1.3467526214035,76.6167773
